product,price,MRP,ratings
realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Lig...,"₹45,990","₹69,999",4.4
MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,"₹2,89,990","₹4,81,990",
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL30 Thin and...,"₹22,990","₹34,990",4.2
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070) Pulse 17...,"₹1,84,990","₹2,07,990",
ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop,"₹15,990","₹30,990",4.1
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹30,990","₹44,990",4.2
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
acer Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Notebook,"₹38,990","₹50,999",
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"₹1,06,990","₹1,19,900",4.8
HP OMEN Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹68,048","₹87,716",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
ASUS Vivobook 15 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ382WS Laptop,"₹44,990","₹60,990",4.8
ASUS ROG Strix SCAR 16 (2023) Core i9 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA...,"₹2,79,990","₹3,29,990",
MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/360 Hz...,"₹1,59,990","₹2,27,990",3.8
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Laptop,"₹58,590","₹80,101",5
APPLE 2023 MacBook Pro M2 Pro - (16 GB/1 TB SSD/macOS Ventura) MNW93HN/A,"₹2,48,990","₹2,69,900",
MSI Core i3 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) Modern 14 C12M-446IN Thin and Light Laptop,"₹40,990","₹54,990",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
realme Book Prime Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lapt...,"₹43,990","₹69,999",
HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU Thin and Light Lap...,"₹72,990","₹87,095",4.4
DELL G15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120...,"₹81,890","₹1,12,400",3.9
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹29,990","₹49,990",4.3
APPLE 2023 MacBook Pro M2 Pro - (16 GB/1 TB SSD/macOS Ventura) MPHF3HN/A,"₹2,29,990","₹2,49,900",
HP 15s Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light Laptop,"₹40,490","₹52,900",4.3
HP Victus Intel Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹79,990","₹1,01,278",4.4
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 G...,"₹1,74,989","₹2,27,990",5
APPLE 2023 MacBook Pro M2 Pro - (16 GB/1 TB SSD/macOS Ventura) MNWD3HN/A,"₹2,48,990","₹2,69,900",
DELL Inspiron Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Laptop,"₹84,890","₹1,11,529",4.3
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
DELL Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,"₹86,990","₹1,21,935",4.4
ASUS ROG Zephyrus G15 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/...,"₹2,11,990","₹2,54,990",
MSI Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and Light Lap...,"₹44,990","₹61,990",4.6
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
MSI Core i7 13th Gen - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070) Raider G...,"₹2,59,990","₹3,35,990",
ASUS Zenbook 14 OLED Touch Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KN531WS Thin...,"₹79,990","₹1,14,990",
ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) UM3402YA-KM751W...,"₹89,990","₹1,28,990",
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
ASUS Vivobook S 15 OLED (2023) Intel EVO H-Series Core i9 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) ...,"₹1,11,091","₹1,34,990",
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and...,"₹25,490","₹39,990",4.5
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-ew0...,"₹1,06,990","₹1,27,107",4.6
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹83,000","₹1,07,500",4.7
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB...,"₹1,09,990","₹1,75,990",
Lenovo IdeaPad 3 Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Lap...,"₹31,490","₹59,390",3.6
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹29,990","₹49,990",4.3
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK193HN/A,"₹2,39,990","₹2,59,900",4.8
ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) UM3402YA-KM74...,"₹79,990","₹1,22,990",
ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹57,990","₹82,990",4.4
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Lap...,"₹32,990","₹60,890",4.2
ASUS TUF Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon AMD/144 ...,"₹73,990","₹1,01,990",4.4
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGT3HN/A,"₹2,19,894","₹2,39,900",4.8
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,29,590","₹1,95,890",4.7
ASUS ROG Strix SCAR 15 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForc...,"₹2,74,990","₹3,62,990",
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 16 2-in-1 2 in 1 Lap...,"₹1,57,375",,
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹72,990","₹1,03,900",3.9
APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,"₹1,09,990","₹1,10,900",4.7
APPLE 2023 MacBook Pro M2 Pro - (16 GB/1 TB SSD/macOS Ventura) MPHF3HN/A,"₹2,29,990","₹2,49,900",
ASUS Vivobook 14 (2023) Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK522WS Thin and ...,"₹59,990","₹74,990",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
acer Predator Helios 16 Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,"₹1,99,990","₹2,32,999",
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/AMD ...,"₹1,51,990","₹2,03,990",
APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J002KD,"₹1,31,990","₹1,32,900",4.7
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,"₹1,33,990","₹1,49,900",4.9
ASUS VivoBook 15 (2022) Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ332WS T...,"₹37,990","₹54,990",4.3
HP OMEN Ryzen 9 Octa Core 5900H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX 6600M) 1...,"₹99,990","₹1,59,999",3.7
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
realme Book Prime Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lapt...,"₹43,990","₹69,999",
HP Victus Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti...,"₹93,899","₹1,11,504",3.6
MSI Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 T...,"₹65,990","₹81,990",4.3
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Lapt...,"₹34,990","₹61,590",4.4
acer Swift 3 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314-512 Thin and Light Laptop,"₹61,990","₹83,999",4.4
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,"₹3,69,990","₹4,67,990",
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Metal Laptop ...,"₹73,490","₹99,155",3.3
ASUS Vivobook 14X OLED (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹89,990","₹1,10,990",
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Hom...,"₹1,99,990","₹2,42,990",
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹72,990","₹1,03,900",3.9
APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MNWC3HN/A,"₹2,29,990","₹2,49,900",
acer Extensa Core i3 - (8 GB/256 GB SSD/Windows 11 Home) EX215-33 Notebook,"₹30,990","₹44,999",
ASUS Vivobook Pro 15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,"₹67,440","₹78,990",
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,"₹59,989","₹93,690",4.3
ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹94,990","₹1,47,990",4.3
MSI Katana GF66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX ...,"₹74,990","₹1,23,990",4.3
ASUS VivoBook 14 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB572WS T...,"₹52,990","₹72,990",4.2
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
acer Predator Helios 16 Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,"₹1,99,990","₹2,32,999",
ASUS ROG Zephyrus G14 Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/AMD Rad...,"₹1,31,990","₹1,76,990",
APPLE 2023 MacBook Pro M2 Pro - (16 GB/1 TB SSD/macOS Ventura) MPHF3HN/A,"₹2,29,990","₹2,49,900",
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
DELL G15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050)...,"₹74,990","₹1,08,000",4.5
HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-b...,"₹1,62,990","₹1,95,210",
ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,"₹51,990","₹74,990",4.8
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/14...,"₹62,989","₹89,990",4.3
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and...,"₹25,490","₹39,990",4.5
ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) U...,"₹97,990","₹1,20,990",
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
acer Predator Helios Neo 16 Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹1,29,990","₹1,48,999",
ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) UM3402YA-KM74...,"₹79,990","₹1,22,990",
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,"₹59,989","₹93,690",4.3
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹72,990","₹1,03,900",3.9
ASUS ROG Strix G17 with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB ...,"₹2,10,990","₹2,72,990",
MSI Core i9 13th Gen - (32 GB/2 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeForce RTX 4080) Raider ...,"₹3,59,990","₹4,47,990",
MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,"₹69,990","₹95,990",4.3
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
ASUS Vivobook S 15 OLED (2023) Intel EVO H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home...,"₹81,990","₹1,05,990",
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Laptop,"₹35,990","₹56,990",4.4
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,"₹71,900","₹1,13,290",4.5
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹1,07,699","₹1,27,036",
acer Aspire Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Notebook,"₹49,990","₹65,999",2.8
ASUS Zenbook 14X OLED Space Edition Touchscreen Intel H-Series Core i9 12th Gen - (32 GB/1 TB SSD/Wind...,"₹1,49,990","₹2,06,990",4.6
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD,"₹1,12,900",,4.7
ASUS TUF Dash F15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹1,01,990","₹1,28,990",4.4
HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0040TU Thin ...,"₹79,990","₹95,630",4.1
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
DELL Alienware Core i9 12th Gen - (32 GB/1 TB HDD/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,"₹3,04,990","₹3,50,628",
DELL Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) ...,"₹1,38,990","₹1,90,052",5
DELL Inspiron Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7425 Notebook,"₹88,990","₹1,16,363",5
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
ASUS Vivobook GO 14 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK323WS...,"₹38,402","₹50,990",
ASUS Vivobook 14 Touchscreen Intel P-Series Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402...,"₹42,990","₹62,990",4.3
DELL Core i5 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig...,"₹58,990","₹72,094",4.1
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹72,990","₹1,03,900",3.9
DELL Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Laptop,"₹40,990","₹49,990",4.5
ASUS Ryzen 7 Octa Core 5800H/HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹76,990","₹88,990",
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i5 12th Gen - (16 GB/512 GB SSD/...,"₹1,09,990","₹1,70,990",5
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
ASUS ROG Strix G15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB G...,"₹1,39,990","₹1,76,990",5
MSI Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070) Vector G...,"₹2,19,990","₹2,79,990",
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq2649tu Thin and Light Laptop,"₹41,997","₹50,565",4.8
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
ASUS Vivobook Pro 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,"₹80,990","₹86,990",
MSI Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN Thin and Light Laptop,"₹52,990","₹67,990",4.8
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
Lenovo IdeaPad Gaming 3 Intel Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,"₹68,990","₹1,02,090",4.5
HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light Lap...,"₹54,490","₹64,492",4.2
ASUS VivoBook Ultra Ryzen 7 Octa Core AMD R7-5700U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB703TS...,"₹57,990","₹84,990",4.4
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹20,990","₹29,990",4.1
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen - (16 GB/512 GB SSD/W...","₹1,09,990","₹1,34,990",
APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK1E3HN/A,"₹2,20,990","₹2,39,900",4.8
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin an...,"₹62,490","₹83,035",4.3
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,"₹48,990","₹79,990",4.1
ASUS ROG Zephyrus G14 (2022) Ryzen 9 Octa Core 6900HS - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/...,"₹1,76,990","₹2,46,990",
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5518 Thin and Light Laptop,"₹69,990","₹81,800",4.2
Lenovo IdeaPad 3 Intel Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IIL05 Thin and Light Lap...,"₹29,490","₹53,790",3.9
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹72,990","₹1,03,900",3.9
Lenovo Legion 5 Pro Ryzen 7 Octa Core 6800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,"₹1,89,990","₹2,51,890",
MSI Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) Katana ...,"₹76,990","₹95,990",
ASUS Vivobook 14 (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1404VA-NK542WS Thin and...,"₹63,990","₹79,990",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,31,054","₹2,15,990",
Lenovo Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,"₹1,19,990","₹1,95,890",
HP Omen Intel Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 308...,"₹2,96,000","₹3,44,736",
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"₹36,990","₹54,990",4.2
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,29,590","₹1,95,890",4.7
acer Aspire 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,"₹57,990","₹74,999",3.8
MSI Core i9 13th Gen - (64 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 4090) Raider ...,"₹4,99,990","₹5,59,990",
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,"₹27,990","₹44,990",4.2
